Type,Total,Indiv
"[0.1, 0.1, 0.1, 0.1]",12.456913496083471,0.0012320927105393302
"[0.1, 0.1, 0.1, 0.3]",12.456913496083471,0.0028748829912584365
"[0.1, 0.1, 0.1, 0.5]",12.456913496083471,0.0027930700063457108
"[0.1, 0.1, 0.1, 0.7]",12.456913496083471,0.0025946678405606785
"[0.1, 0.1, 0.1, 0.9]",12.456913496083471,0.00128167029517181
"[0.1, 0.1, 0.3, 0.1]",12.456913496083471,0.003270779172765315
"[0.1, 0.1, 0.3, 0.3]",12.456913496083471,0.007631818069785734
"[0.1, 0.1, 0.3, 0.5]",12.456913496083471,0.009085497702125873
"[0.1, 0.1, 0.3, 0.7]",12.456913496083471,0.0060542249613082496
"[0.1, 0.1, 0.3, 0.9]",12.456913496083471,0.002990564022067557
"[0.1, 0.1, 0.5, 0.1]",12.456913496083471,0.004189605009518566
"[0.1, 0.1, 0.5, 0.3]",12.456913496083471,0.009775745022209986
"[0.1, 0.1, 0.5, 0.5]",12.456913496083471,0.011637791693107127
"[0.1, 0.1, 0.5, 0.7]",12.456913496083471,0.009775745022209986
"[0.1, 0.1, 0.5, 0.9]",12.456913496083471,0.0035601952643661374
"[0.1, 0.1, 0.7, 0.1]",12.456913496083471,0.003767757243225877
"[0.1, 0.1, 0.7, 0.3]",12.456913496083471,0.008791433567527046
"[0.1, 0.1, 0.7, 0.5]",12.456913496083471,0.010465992342294101
"[0.1, 0.1, 0.7, 0.7]",12.456913496083471,0.008791433567527044
"[0.1, 0.1, 0.7, 0.9]",12.456913496083471,0.002990564022067555
"[0.1, 0.1, 0.9, 0.1]",12.456913496083471,0.0017844228963140379
"[0.1, 0.1, 0.9, 0.3]",12.456913496083471,0.004163653424732755
"[0.1, 0.1, 0.9, 0.5]",12.456913496083471,0.004956730267538992
"[0.1, 0.1, 0.9, 0.7]",12.456913496083471,0.004163653424732753
"[0.1, 0.1, 0.9, 0.9]",12.456913496083471,0.0017844228963140366
"[0.1, 0.3, 0.1, 0.1]",12.456913496083471,0.003564051523431614
"[0.1, 0.3, 0.1, 0.3]",12.456913496083471,0.008316120221340432
"[0.1, 0.3, 0.1, 0.5]",12.456913496083471,0.006517163348139989
"[0.1, 0.3, 0.1, 0.7]",12.456913496083471,0.0060542249613082496
"[0.1, 0.3, 0.1, 0.9]",12.456913496083471,0.0029905640220675564
"[0.1, 0.3, 0.3, 0.1]",12.456913496083471,0.007631818069785733
"[0.1, 0.3, 0.3, 0.3]",12.456913496083471,0.01780757549616671
"[0.1, 0.3, 0.3, 0.5]",12.456913496083471,0.0211994946382937
"[0.1, 0.3, 0.3, 0.7]",12.456913496083471,0.014126524909719246
"[0.1, 0.3, 0.3, 0.9]",12.456913496083471,0.0069779827181576295
"[0.1, 0.3, 0.5, 0.1]",12.456913496083471,0.009775745022209986
"[0.1, 0.3, 0.5, 0.3]",12.456913496083471,0.022810071718489967
"[0.1, 0.3, 0.5, 0.5]",12.456913496083471,0.027154847283916626
"[0.1, 0.3, 0.5, 0.7]",12.456913496083471,0.022810071718489956
"[0.1, 0.3, 0.5, 0.9]",12.456913496083471,0.008307122283520985
"[0.1, 0.3, 0.7, 0.1]",12.456913496083471,0.008791433567527046
"[0.1, 0.3, 0.7, 0.3]",12.456913496083471,0.020513344990896434
"[0.1, 0.3, 0.7, 0.5]",12.456913496083471,0.024420648798686228
"[0.1, 0.3, 0.7, 0.7]",12.456913496083471,0.02051334499089643
"[0.1, 0.3, 0.7, 0.9]",12.456913496083471,0.006977982718157629
"[0.1, 0.3, 0.9, 0.1]",12.456913496083471,0.004163653424732755
"[0.1, 0.3, 0.9, 0.3]",12.456913496083471,0.009715191324376427
"[0.1, 0.3, 0.9, 0.5]",12.456913496083471,0.011565703957590982
"[0.1, 0.3, 0.9, 0.7]",12.456913496083471,0.009715191324376423
"[0.1, 0.3, 0.9, 0.9]",12.456913496083471,0.004163653424732752
"[0.1, 0.5, 0.1, 0.1]",12.456913496083471,0.004538738760311781
"[0.1, 0.5, 0.1, 0.3]",12.456913496083471,0.010590390440727487
"[0.1, 0.5, 0.1, 0.5]",12.456913496083471,0.012607607667532722
"[0.1, 0.5, 0.1, 0.7]",12.456913496083471,0.007207410668224198
"[0.1, 0.5, 0.1, 0.9]",12.456913496083471,0.0035601952643661383
"[0.1, 0.5, 0.3, 0.1]",12.456913496083471,0.010590390440727487
"[0.1, 0.5, 0.3, 0.3]",12.456913496083471,0.021199494638293702
"[0.1, 0.5, 0.3, 0.5]",12.456913496083471,0.02523749361701631
"[0.1, 0.5, 0.3, 0.7]",12.456913496083471,0.016817291559189578
"[0.1, 0.5, 0.3, 0.9]",12.456913496083471,0.008307122283520988
"[0.1, 0.5, 0.5, 0.1]",12.456913496083471,0.011637791693107129
"[0.1, 0.5, 0.5, 0.3]",12.456913496083471,0.02715484728391663
"[0.1, 0.5, 0.5, 0.5]",12.456913496083471,0.03232719914751979
"[0.1, 0.5, 0.5, 0.7]",12.456913496083471,0.027154847283916626
"[0.1, 0.5, 0.5, 0.9]",12.456913496083471,0.009889431289905938
"[0.1, 0.5, 0.7, 0.1]",12.456913496083471,0.010465992342294101
"[0.1, 0.5, 0.7, 0.3]",12.456913496083471,0.02442064879868624
"[0.1, 0.5, 0.7, 0.5]",12.456913496083471,0.029072200950816945
"[0.1, 0.5, 0.7, 0.7]",12.456913496083471,0.024420648798686224
"[0.1, 0.5, 0.7, 0.9]",12.456913496083471,0.010465992342294094
"[0.1, 0.5, 0.9, 0.1]",12.456913496083471,0.004956730267538993
"[0.1, 0.5, 0.9, 0.3]",12.456913496083471,0.011565703957590982
"[0.1, 0.5, 0.9, 0.5]",12.456913496083471,0.013768695187608312
"[0.1, 0.5, 0.9, 0.7]",12.456913496083471,0.011565703957590979
"[0.1, 0.5, 0.9, 0.9]",12.456913496083471,0.00495673026753899
"[0.1, 0.7, 0.1, 0.1]",12.456913496083471,0.004061029593892177
"[0.1, 0.7, 0.1, 0.3]",12.456913496083471,0.009475735719081745
"[0.1, 0.7, 0.1, 0.5]",12.456913496083471,0.011280637760811599
"[0.1, 0.7, 0.1, 0.7]",12.456913496083471,0.009475735719081743
"[0.1, 0.7, 0.1, 0.9]",12.456913496083471,0.002990564022067555
"[0.1, 0.7, 0.3, 0.1]",12.456913496083471,0.009475735719081745
"[0.1, 0.7, 0.3, 0.3]",12.456913496083471,0.02211005001119074
"[0.1, 0.7, 0.3, 0.5]",12.456913496083471,0.026321488108560397
"[0.1, 0.7, 0.3, 0.7]",12.456913496083471,0.022110050011190728
"[0.1, 0.7, 0.3, 0.9]",12.456913496083471,0.0069779827181576295
"[0.1, 0.7, 0.5, 0.1]",12.456913496083471,0.011280637760811597
"[0.1, 0.7, 0.5, 0.3]",12.456913496083471,0.02281007171848996
"[0.1, 0.7, 0.5, 0.5]",12.456913496083471,0.027154847283916622
"[0.1, 0.7, 0.5, 0.7]",12.456913496083471,0.022810071718489956
"[0.1, 0.7, 0.5, 0.9]",12.456913496083471,0.008307122283520098
"[0.1, 0.7, 0.7, 0.1]",12.456913496083471,0.008791433567527044
"[0.1, 0.7, 0.7, 0.3]",12.456913496083471,0.020513344990896434
"[0.1, 0.7, 0.7, 0.5]",12.456913496083471,0.024420648798686224
"[0.1, 0.7, 0.7, 0.7]",12.456913496083471,0.020513344990896427
"[0.1, 0.7, 0.7, 0.9]",12.456913496083471,0.006977982718157626
"[0.1, 0.7, 0.9, 0.1]",12.456913496083471,0.004163653424732753
"[0.1, 0.7, 0.9, 0.3]",12.456913496083471,0.009715191324376423
"[0.1, 0.7, 0.9, 0.5]",12.456913496083471,0.011565703957590977
"[0.1, 0.7, 0.9, 0.7]",12.456913496083471,0.00971519132437642
"[0.1, 0.7, 0.9, 0.9]",12.456913496083471,0.0041636534247327505
"[0.1, 0.9, 0.1, 0.1]",12.456913496083471,0.0019101110465995948
"[0.1, 0.9, 0.1, 0.3]",12.456913496083471,0.0044569257753990545
